station_name,County,latitude,longitude,ring_number,core_number,nominal_depth,sampling_date_1,Ksat_cm_per_day,Ksat_cm_per_hr,sand,clay,silt,textural_class,bulk_density,particle_density,porosity,vwc_sat,vwc_field,vwc_2kPa,vwc_5kPa,vwc_10kPa,vwc_33kPa,vwc_70kPa,vwc_1500kPa,vwc_air_dry_2day,vwc_ovendry_40,theta_s_vanGenuchten,theta_r_vanGenuchten,alpha_vanGenuchten,n_vanGenuchten,thermal_cond_sat,thermal_cond_5kPa,thermal_cond_10kPa,thermal_cond_33kPa,thermal_cond_70kPa,thermal_cond_air_dry_2day,thermal_cond_ovendry_40,heat_capacity_sat,heat_capacity_5kPa,heat_capacity_10kPa,heat_capacity_33kPa,heat_capacity_70kPa,heat_capacity_air_dry_2day,heat_capacity_ovendry_40,diffussivity_sat,diffussivity_5kPa,diffussivity_10kPa,diffussivity_33kPa,diffussivity_70kPa,diffussivity_air_dry_2day,diffussivity_ovendry_40,L_dry,a_dry,b_dry,L_wet,a_wet,b_wet,total_N,total_C,Ca,Mg,Na,OM,P,pH,pHBuf,K,Observations
Richfield,Morton,37.25868,-101.79224,58,1,10,6/18/2019 0:00,23.0,1.0,,,,clay loam,1.43,2.68,0.47,0.42,0.29,0.41,0.39,0.39,0.33,0.32,0.22,0.15,0.01,0.42,0.03,0.13,1.14,1.34,,,1.21,1.17,1.15,,3.09,,,2.01,2.07,2.26,,0.43,,,0.61,0.56,0.51,,,,,,,,0.11,1.2,4395.6,240.8,23.2,2.3,40.8,7.8,7.4,767.3,
Richfield,Morton,37.25868,-101.79224,59,1,20,6/18/2019 0:00,14.4,0.6,,,,clay loam,1.45,2.62,0.45,0.40,0.24,0.40,0.38,0.37,0.31,0.29,0.20,0.14,0.01,0.40,0.16,0.10,1.35,1.38,,,1.25,1.15,0.94,,2.94,,,2.13,2.29,2.04,,0.47,,,0.59,0.50,0.46,,,,,,,,0.09,0.9,4094.6,254.8,22.2,2.0,12.8,8.1,7.4,613.0,
Richfield,Morton,37.25868,-101.79224,60,1,50,6/18/2019 0:00,,,,,,clay loam,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.6,5604.1,430.0,15.9,1.7,11.6,8.0,7.4,492.7,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,61,2,5,6/18/2019 0:00,0.5,0.0,21,29,49,clay loam,1.48,2.64,0.44,0.42,0.34,0.42,0.41,0.41,0.35,0.36,0.21,0.18,0.05,0.42,0.01,0.03,1.18,1.34,,,1.35,1.35,0.95,,2.84,,,2.69,2.48,1.90,,0.47,,,0.50,0.55,0.50,,54.90,7.00,14.50,31.80,6.10,10.40,,,,,,,,,,,
Richfield,Morton,37.25868,-101.79224,62,2,10,6/18/2019 0:00,,,24,30,46,clay loam,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.80,6.70,14.10,31.10,5.60,10.00,,,,,,,,,,,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,63,2,20,6/18/2019 0:00,,,25,33,43,clay loam,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.70,6.40,13.30,33.40,6.50,12.00,,,,,,,,,,,very hard soil so unable to collect core sample
Richfield,Morton,37.25868,-101.79224,64,2,50,6/18/2019 0:00,,,26,39,35,clay loam,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.80,7.50,16.00,36.30,7.20,13.60,,,,,,,,,,,very hard soil so unable to collect core sample
Moscow 10NW,Stevens,37.37295,-101.37653,65,1,5,6/18/2019 0:00,265.9,11.1,,,,loam,1.33,2.70,0.51,0.48,0.18,0.45,0.38,0.37,0.28,0.27,0.16,0.12,0.01,0.49,0.04,0.48,1.20,1.31,,,1.22,1.19,0.76,0.40,2.78,,,2.30,2.00,1.72,1.18,0.47,,,0.53,0.60,0.44,0.34,,,,,,,0.12,1.5,4731.5,215.5,16.1,2.4,22.4,8.1,7.5,605.3,
Moscow 10NW,Stevens,37.37295,-101.37653,66,1,10,6/18/2019 0:00,94.2,3.9,,,,loam,1.53,2.71,0.44,0.40,0.19,0.40,0.37,0.36,0.29,0.27,0.18,0.13,0.01,0.41,0.12,0.15,1.28,1.51,,,1.52,1.48,,,2.71,,,2.25,2.13,,,0.56,,,0.68,0.70,,,,,,,,,0.07,1.1,4843.9,195.6,15.6,1.6,10.2,8.0,7.4,523.6,
Moscow 10NW,Stevens,37.37295,-101.37653,67,1,20,6/18/2019 0:00,12.2,0.5,,,,loam,1.55,2.70,0.43,0.38,0.18,0.37,0.35,0.34,0.25,0.24,0.14,0.10,0.01,0.38,0.09,0.12,1.34,1.71,,,1.63,1.55,1.15,0.63,2.65,,,2.24,2.22,1.66,1.30,0.65,,,0.73,0.70,0.69,0.49,,,,,,,0.06,0.8,4402.3,188.9,14.8,1.3,6.9,8.3,7.5,399.7,
Moscow 10NW,Stevens,37.37295,-101.37653,68,1,50,6/18/2019 0:00,1.5,0.1,,,,silty clay loam,1.47,2.72,0.46,0.43,0.35,0.43,0.42,0.42,0.39,0.38,0.27,0.16,0.02,0.43,0.02,0.03,1.13,1.27,,,1.33,1.33,0.95,0.50,2.88,,,2.56,2.24,1.76,1.93,0.44,,,0.52,0.59,0.54,0.26,,,,,,,0.03,1.3,5592.1,632.1,31.7,1.2,25.6,8.1,7.5,381.7,
Moscow 10NW,Stevens,37.37295,-101.37653,69,2,5,6/18/2019 0:00,64.9,2.7,33,25,41,loam,1.41,2.68,0.47,0.45,0.25,0.44,0.40,0.39,0.31,0.30,0.17,0.13,0.02,0.45,0.01,0.19,1.17,1.51,,,1.43,1.43,,,2.20,,,2.21,2.18,,,0.69,,,0.65,0.66,,,58.00,6.60,14.00,35.10,6.30,11.90,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,70,2,10,6/18/2019 0:00,15.0,0.6,35,27,39,loam,1.52,2.72,0.44,0.40,0.21,0.40,0.37,0.36,0.31,0.29,0.19,0.14,0.02,0.41,0.02,0.17,1.15,1.63,,,1.61,1.59,,,2.81,,,2.50,2.35,,,0.58,,,0.65,0.68,,,59.10,6.60,14.40,31.60,5.80,11.40,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,71,2,20,6/18/2019 0:00,6.7,0.3,39,25,36,loam,1.54,2.70,0.43,0.39,0.22,0.38,0.36,0.36,0.28,0.27,0.17,0.13,0.02,0.39,0.09,0.11,1.27,1.61,,,1.48,1.39,,,2.90,,,2.16,2.24,,,0.55,,,0.69,0.62,,,59.00,7.20,14.90,33.70,6.40,11.40,,,,,,,,,,,
Moscow 10NW,Stevens,37.37295,-101.37653,72,2,50,6/18/2019 0:00,521.4,21.7,16,31,54,silty clay loam,1.22,2.61,0.53,0.52,0.26,0.46,0.42,0.41,0.34,0.35,0.18,0.13,0.02,0.52,0.01,0.56,1.14,1.21,,,0.90,1.14,,,2.89,,,2.22,2.50,,,0.42,,,0.41,0.46,,,61.30,7.40,17.40,38.90,7.10,14.50,,,,,,,,,,,
Lakin,Kearny,37.89368,-101.23321,73,1,5,6/19/2019 0:00,4.7,0.2,,,,sandy loam,1.77,2.72,0.35,0.31,0.24,0.30,0.28,0.28,0.23,0.22,0.12,0.09,0.01,0.31,0.01,0.12,1.18,1.80,,,1.95,1.91,1.41,0.78,2.77,,,2.36,2.20,1.67,1.41,0.65,,,0.83,0.87,0.84,0.55,,,,,,,0.06,0.8,2380.8,167.4,13.5,1.5,93.2,7.9,7.5,289.6,
Lakin,Kearny,37.89368,-101.23321,74,1,10,6/19/2019 0:00,5.2,0.2,,,,sandy loam,1.84,2.66,0.31,0.30,0.22,0.28,0.27,0.27,0.21,0.21,0.10,0.07,0.01,0.29,0.01,0.07,1.24,2.07,,,1.97,1.94,,,3.06,,,2.51,2.73,,,0.68,,,0.79,0.71,,,,,,,,,0.03,0.5,2049.6,129.7,14.3,1.0,33.8,8.2,7.6,247.1,
Lakin,Kearny,37.89368,-101.23321,75,1,20,6/19/2019 0:00,17.9,0.7,,,,sandy loam,1.77,2.64,0.33,0.31,0.22,0.28,0.27,0.26,0.20,0.20,0.09,0.07,0.01,0.30,0.01,0.13,1.23,2.02,,,1.85,1.98,,,2.57,,,2.37,2.33,,,0.79,,,0.78,0.85,,,,,,,,,0.03,0.5,1756.2,116.6,14.8,1.2,8.4,7.9,7.5,199.2,
Lakin,Kearny,37.89368,-101.23321,76,1,50,6/19/2019 0:00,28.4,1.2,,,,sandy loam,1.74,2.69,0.35,0.30,0.17,0.27,0.23,0.22,0.19,0.19,0.07,0.05,0.01,0.29,0.01,0.40,1.19,2.01,,,1.76,1.60,0.78,0.56,2.61,,,2.54,2.27,1.66,1.49,0.77,,,0.69,0.71,0.47,0.37,,,,,,,0.01,0.8,3908.8,87.2,14.6,0.8,3.6,8.4,7.6,62.5,
Lakin,Kearny,37.89368,-101.23321,77,2,5,6/19/2019 0:00,134.4,5.6,64,15,21,sandy loam,1.63,2.65,0.38,0.34,0.27,0.33,0.29,0.29,0.25,0.23,0.10,0.08,0.01,0.33,0.01,0.07,1.25,1.69,,,1.51,1.38,,,2.85,,,2.13,2.05,,,0.59,,,0.71,0.68,,,54.10,7.00,14.40,32.60,5.10,9.90,,,,,,,,,,,
Lakin,Kearny,37.89368,-101.23321,78,2,10,6/19/2019 0:00,41.2,1.7,66,13,21,sandy loam,1.78,2.69,0.34,0.30,0.21,0.29,0.26,0.25,0.21,0.20,0.09,0.07,0.01,0.30,0.01,0.14,1.21,2.00,,,2.08,1.82,,,2.90,,,2.13,2.06,,,0.69,,,0.98,0.88,,,50.40,6.60,14.60,31.40,5.00,8.80,,,,,,,,,,,
Lakin,Kearny,37.89368,-101.23321,79,2,20,6/19/2019 0:00,20.8,0.9,65,18,17,sandy loam,1.71,2.75,0.38,0.31,0.21,0.31,0.28,0.27,0.20,0.19,0.09,0.07,0.01,0.32,0.01,0.16,1.23,1.93,,,1.70,1.59,,,2.90,,,2.21,1.95,,,0.67,,,0.77,0.82,,,48.70,6.70,13.20,33.50,5.00,9.40,,,,,,,,,,,
Lakin,Kearny,37.89368,-101.23321,80,2,50,6/19/2019 0:00,90.0,3.7,79,10,11,sandy loam,1.69,2.68,0.37,0.31,0.17,0.29,0.23,0.22,0.19,0.20,0.08,0.04,0.01,0.32,0.01,0.67,1.18,2.05,,,1.78,1.74,0.62,0.41,2.73,,,2.05,2.18,1.41,1.29,0.75,,,0.87,0.80,0.44,0.31,55.40,6.00,14.80,39.40,5.70,11.80,,,,,,,,,,,
Garden City,Finney,37.99854,-100.81519,81,1,5,6/19/2019 0:00,593.2,24.7,,,,silt loam,1.32,2.46,0.46,0.45,0.16,0.44,0.42,0.41,0.30,0.28,0.20,0.13,0.01,0.45,0.19,0.08,1.71,1.37,,,1.31,1.14,0.86,0.46,2.81,,,2.48,2.17,1.81,1.28,0.49,,,0.53,0.53,0.48,0.36,,,,,,,0.13,1.6,2832.8,263.7,19.3,2.9,6.9,7.0,7.2,612.6,roots and macropores
Garden City,Finney,37.99854,-100.81519,82,1,10,6/19/2019 0:00,121.5,5.1,,,,loam,1.35,2.72,0.50,0.45,0.16,0.45,0.40,0.39,0.28,0.27,0.19,0.12,0.01,0.45,0.17,0.14,1.50,1.30,,,1.17,1.16,,,3.09,,,2.33,2.00,,,0.42,,,0.50,0.58,,,,,,,,,0.11,1.3,2970.6,223.3,18.0,2.4,11.0,7.5,7.3,533.3,
Garden City,Finney,37.99854,-100.81519,83,1,20,6/19/2019 0:00,277.3,11.6,,,,silt loam,1.28,2.70,0.53,0.47,0.16,0.45,0.38,0.38,0.31,0.29,0.18,0.10,0.01,0.48,0.02,0.50,1.15,1.29,,,0.99,,,,3.12,,,2.15,,,,0.41,,,0.46,,,,,,,,,,0.09,1.5,4959.9,206.0,15.3,2.1,6.0,7.8,7.4,432.6,
Garden City,Finney,37.99854,-100.81519,84,1,50,6/19/2019 0:00,73.6,3.1,,,,silty clay loam,1.27,2.69,0.53,0.50,0.18,0.49,0.43,0.42,0.31,0.29,0.20,0.12,0.02,0.50,0.16,0.16,1.41,1.27,,,1.05,0.97,,,3.04,,,2.28,2.03,,,0.42,,,0.46,0.48,,,,,,,,,0.04,2.0,4907.0,482.9,16.8,1.4,7.2,8.3,7.6,431.7,
Garden City,Finney,37.99854,-100.81519,85,2,5,6/19/2019 0:00,74.2,3.1,26,23,51,silt loam,1.33,2.66,0.50,0.45,0.18,0.46,0.44,0.43,0.31,0.30,0.19,0.14,0.02,0.46,0.18,0.07,1.64,1.32,,,1.28,,,,2.57,,,2.41,,,,0.52,,,0.53,,,,51.60,6.50,13.90,29.60,5.90,10.60,,,,,,,,,,,
Garden City,Finney,37.99854,-100.81519,86,2,10,6/19/2019 0:00,95.1,4.0,26,24,50,loam,1.35,2.64,0.49,0.45,0.16,0.46,0.43,0.43,0.32,0.30,0.16,0.13,0.02,0.46,0.12,0.06,1.45,1.33,,,1.23,1.17,0.81,0.40,2.83,,,2.37,2.05,1.56,1.19,0.47,,,0.52,0.57,0.52,0.33,53.80,6.70,13.90,31.60,5.20,9.70,,,,,,,,,,,
Garden City,Finney,37.99854,-100.81519,87,2,20,6/19/2019 0:00,244.3,10.2,26,24,50,silt loam,1.25,2.23,0.44,0.47,0.17,0.47,0.40,0.40,0.28,0.28,0.17,0.12,0.02,0.47,0.14,0.18,1.38,1.32,,,1.00,,,,2.66,,,2.15,,,,0.50,,,0.47,,,,49.90,6.00,13.30,33.80,5.80,10.90,,,,,,,,,,,
Garden City,Finney,37.99854,-100.81519,88,2,50,6/19/2019 0:00,60.2,2.5,15,33,52,silty clay loam,1.36,2.66,0.49,0.48,0.20,0.49,0.45,0.44,0.33,0.28,0.23,0.12,0.02,0.48,0.22,0.07,1.92,1.36,,,1.12,1.05,0.71,0.44,2.72,,,2.33,2.10,1.51,1.22,0.50,,,0.48,0.50,0.47,0.36,62.20,6.80,17.20,41.10,7.00,15.70,,,,,,,,,,,
Spearville,Ford,37.90244,-99.86962,89,1,5,6/19/2019 0:00,12.7,0.5,,,,silt loam,1.47,2.79,0.47,0.40,0.27,0.40,0.39,0.38,0.32,0.31,0.21,0.13,0.01,0.41,0.14,0.09,1.27,1.48,,,1.28,,,,2.51,,,2.48,,,,0.59,,,0.52,,,,,,,,,,0.14,1.7,2344.6,231.7,20.0,2.8,95.0,6.1,6.7,689.2,
Spearville,Ford,37.90244,-99.86962,90,1,10,6/19/2019 0:00,15.2,0.6,,,,silt loam,1.42,2.61,0.46,0.42,0.19,0.44,0.41,0.40,0.34,0.32,0.22,0.14,0.01,0.43,0.18,0.08,1.35,1.41,,,1.26,1.22,0.91,0.46,2.43,,,2.53,2.29,1.76,1.40,0.58,,,0.50,0.53,0.51,0.33,,,,,,,0.13,1.8,2516.2,262.7,19.1,3.0,78.6,6.7,7.0,764.2,
Spearville,Ford,37.90244,-99.86962,91,1,20,6/19/2019 0:00,765.9,31.9,,,,silt loam,1.26,2.62,0.52,0.48,0.17,0.48,0.41,0.40,0.33,0.32,0.20,0.13,0.01,0.49,0.07,0.34,1.18,1.18,,,0.99,,,,2.60,,,2.21,,,,0.45,,,0.45,,,,,,,,,,0.12,1.7,3041.1,303.0,21.7,3.0,62.0,6.9,7.0,828.0,roots
Spearville,Ford,37.90244,-99.86962,92,1,50,6/19/2019 0:00,25.9,1.1,,,,silty clay loam,1.49,2.70,0.45,0.41,0.22,0.43,0.40,0.39,0.35,0.34,0.25,0.14,0.02,0.42,0.07,0.12,1.13,1.31,,,1.30,1.26,1.01,0.41,2.90,,,2.65,2.47,1.84,1.55,0.45,,,0.49,0.51,0.55,0.27,,,,,,,0.07,1.1,3818.8,354.4,21.4,2.0,37.4,7.6,7.3,718.1,
Spearville,Ford,37.90244,-99.86962,93,2,5,6/19/2019 0:00,27.0,1.1,16,27,57,silt loam,1.38,2.62,0.47,0.43,0.29,0.44,0.41,0.40,0.34,0.33,0.18,0.14,0.02,0.44,0.01,0.07,1.20,1.27,,,1.32,,,,2.51,,,2.45,,,,0.50,,,0.54,,,,44.90,6.50,12.40,27.70,5.50,9.10,,,,,,,,,,,
Spearville,Ford,37.90244,-99.86962,94,2,10,6/19/2019 0:00,87.7,3.7,13,25,61,silt loam,1.26,2.64,0.52,0.48,0.18,0.48,0.41,0.41,0.34,0.33,0.17,0.14,0.02,0.49,0.01,0.21,1.17,1.22,,,1.05,1.07,0.79,0.29,2.58,,,2.29,2.12,1.68,1.13,0.47,,,0.46,0.50,0.47,0.26,44.20,6.00,11.70,25.20,4.80,8.20,,,,,,,,,,,
Spearville,Ford,37.90244,-99.86962,95,2,20,6/19/2019 0:00,291.6,12.1,14,27,59,silt loam,1.23,2.63,0.53,0.49,0.19,0.46,0.40,0.39,0.34,0.32,0.17,0.14,0.02,0.49,0.01,0.43,1.15,1.23,,,1.04,,,,2.72,,,2.32,,,,0.45,,,0.45,,,,41.90,5.10,10.50,24.00,4.60,7.60,,,,,,,,,,,
Spearville,Ford,37.90244,-99.86962,96,2,50,6/19/2019 0:00,91.0,3.8,10,35,55,silty clay loam,1.37,2.69,0.49,0.46,0.23,0.45,0.40,0.40,0.35,0.33,0.23,0.15,0.03,0.46,0.01,0.36,1.11,1.25,,,1.17,1.13,0.75,0.44,2.89,,,2.49,2.50,1.81,1.34,0.43,,,0.47,0.45,0.41,0.33,47.50,5.80,11.40,28.40,5.30,9.00,,,,,,,,,,,
Hodgeman,Hodgeman,38.10062,-99.90163,97,1,5,6/19/2019 0:00,9.1,0.4,,,,silt loam,1.34,2.66,0.50,0.43,0.38,0.43,0.44,0.44,0.38,0.34,0.17,0.13,0.01,0.44,0.14,0.02,1.59,1.34,,,1.38,,,,2.66,,,2.57,,,,0.50,,,0.54,,,,,,,,,,0.15,1.9,2327.3,317.2,15.7,3.0,3.4,6.8,7.0,615.1,
Hodgeman,Hodgeman,38.10062,-99.90163,98,1,10,6/19/2019 0:00,1499.6,62.5,,,,silty clay loam,1.38,2.64,0.48,0.44,0.36,0.43,0.41,0.41,0.35,0.33,0.19,0.13,0.02,0.44,0.01,0.06,1.19,1.32,,,1.31,1.26,0.81,0.48,2.51,,,2.49,2.41,2.29,1.63,0.53,,,0.53,0.52,0.35,0.30,,,,,,,0.14,1.4,2675.7,402.5,21.4,2.5,1.7,6.7,7.0,435.0,macropores cracks and roots
Hodgeman,Hodgeman,38.10062,-99.90163,99,1,20,6/19/2019 0:00,0.4,0.0,,,,silty clay loam,1.40,2.68,0.48,0.43,0.36,0.42,0.41,0.41,0.37,0.36,0.24,0.15,0.02,0.42,0.01,0.04,1.14,1.33,,,1.32,,,,2.69,,,2.75,,,,0.49,,,0.48,,,,,,,,,,0.09,1.2,3102.3,533.2,28.8,2.3,1.1,7.1,7.1,492.1,
Hodgeman,Hodgeman,38.10062,-99.90163,100,1,50,6/19/2019 0:00,0.3,0.0,,,,silty clay,1.62,2.75,0.41,0.38,0.34,0.38,0.38,0.38,0.38,0.37,0.32,0.17,0.02,0.38,0.22,0.01,1.16,1.42,,,1.46,1.42,1.04,0.74,2.60,,,2.75,2.61,2.84,2.03,0.55,,,0.53,0.54,0.37,0.37,,,,,,,0.07,0.7,5087.8,752.1,75.5,1.3,3.4,7.9,7.4,611.7,impermeable soil sample that did not saturate after a week in permeameter  and the surface of the sample still appeared dry
Hodgeman,Hodgeman,38.10062,-99.90163,101,2,5,6/19/2019 0:00,0.7,0.0,14,24,62,silt loam,1.35,2.63,0.49,0.45,0.40,0.44,0.45,0.45,0.38,0.35,0.15,0.14,0.02,0.45,0.02,0.02,1.33,1.32,,,1.31,,,,2.58,,,2.52,,,,0.51,,,0.52,,,,48.90,6.80,13.50,31.40,6.60,11.30,,,,,,,,,,,
Hodgeman,Hodgeman,38.10062,-99.90163,102,2,10,6/19/2019 0:00,186.8,7.8,13,28,59,silty clay loam,1.29,2.64,0.51,0.46,0.36,0.44,0.41,0.40,0.35,0.35,0.18,0.14,0.02,0.44,0.01,0.07,1.19,1.27,,,1.22,1.19,0.97,0.44,2.58,,,2.40,2.30,1.59,1.60,0.49,,,0.51,0.52,0.61,0.28,52.80,7.00,14.30,27.80,5.90,9.60,,,,,,,,,,,macropores cracks and roots
Hodgeman,Hodgeman,38.10062,-99.90163,103,2,20,6/19/2019 0:00,0.6,0.0,12,37,51,silty clay loam,1.36,2.74,0.50,0.47,0.37,0.43,0.43,0.43,0.39,0.38,0.23,0.23,0.03,0.45,0.01,0.03,1.17,1.20,,,1.28,1.25,,,2.99,,,2.35,1.94,,,0.40,,,0.55,0.64,,,50.80,7.10,14.60,29.60,6.50,10.90,,,,,,,,,,,
Hodgeman,Hodgeman,38.10062,-99.90163,104,2,50,6/19/2019 0:00,0.3,0.0,7,42,50,silty clay,1.55,2.72,0.43,0.41,0.35,0.41,0.41,0.41,0.40,0.39,0.36,0.19,0.04,0.41,0.23,0.04,1.08,1.36,,,1.41,1.39,1.01,0.73,2.52,,,2.69,2.58,2.61,1.98,0.54,,,0.52,0.54,0.39,0.37,61.10,6.60,16.60,39.30,6.70,14.90,,,,,,,,,,,impermeable soil sample that did not saturate after a week in permeameter  and the surface of the sample still appeared dry
Lane,Lane,38.50886,-100.61475,105,1,5,6/19/2019 0:00,758.7,31.6,,,,silty clay loam,1.13,2.76,0.59,0.52,0.21,0.42,0.36,0.36,0.32,0.32,0.23,0.16,0.02,0.51,0.22,1.00,1.32,1.12,,,0.93,0.87,,,2.98,,,2.24,2.14,,,0.38,,,0.41,0.41,,,,,,,,,0.08,1.0,3492.3,454.8,21.3,2.0,25.4,7.0,7.0,622.1,cracks roots and space between sample and sample ring
Lane,Lane,38.50886,-100.61475,106,1,10,6/19/2019 0:00,39.7,1.7,,,,silty clay,1.36,2.69,0.50,0.49,0.28,0.44,0.42,0.42,0.38,0.37,0.33,0.21,0.02,0.48,0.25,1.00,1.16,1.28,,,1.18,1.12,,,2.75,,,2.49,2.37,,,0.46,,,0.47,0.47,,,,,,,,,0.09,0.8,3977.8,738.7,29.6,2.0,5.8,6.9,7.0,721.2,
Lane,Lane,38.50886,-100.61475,107,1,20,6/19/2019 0:00,0.3,0.0,,,,silty clay,1.47,2.71,0.46,0.41,0.31,0.41,0.40,0.40,0.38,0.37,0.34,0.21,0.02,0.41,0.25,0.19,1.12,1.32,,,1.24,1.21,1.09,0.44,2.75,,,2.26,2.36,2.25,1.66,0.48,,,0.55,0.52,0.49,0.26,,,,,,,0.07,0.8,3874.4,764.9,29.1,2.0,4.4,7.5,7.2,644.5,
Lane,Lane,38.50886,-100.61475,108,1,50,6/19/2019 0:00,0.8,0.0,,,,silt loam,1.37,2.68,0.49,0.52,0.34,0.45,0.43,0.43,0.39,0.37,0.27,0.16,0.01,0.51,0.01,1.00,1.09,1.12,,,1.23,1.18,0.84,0.31,2.89,,,2.31,2.35,1.81,1.31,0.39,,,0.53,0.50,0.46,0.24,,,,,,,0.05,2.2,5085.9,670.2,32.0,1.3,34.6,8.1,7.5,515.0,partially  filled with soil and looked compacted
Lane,Lane,38.50886,-100.61475,109,2,5,6/19/2019 0:00,2766.9,115.3,14,31,56,silty clay loam,1.19,2.47,0.52,0.52,0.17,0.44,0.38,0.38,0.34,0.33,0.18,0.15,0.03,0.51,0.01,1.00,1.13,1.13,,,0.94,0.94,,,2.58,,,2.01,2.08,,,0.44,,,0.47,0.45,,,50.90,5.90,12.60,29.30,5.40,9.40,,,,,,,,,,,roots and macropores
Lane,Lane,38.50886,-100.61475,110,2,10,6/19/2019 0:00,112.0,4.7,10,48,42,silty clay,1.29,2.68,0.52,0.49,0.31,0.45,0.43,0.43,0.39,0.38,0.32,0.24,0.04,0.49,0.18,1.00,1.11,1.21,,,1.16,1.14,1.11,0.32,2.76,,,2.24,2.18,1.64,1.45,0.44,,,0.52,0.52,0.68,0.22,48.10,5.60,12.40,30.40,6.20,11.20,,,,,,,,,,,
Lane,Lane,38.50886,-100.61475,111,2,20,6/19/2019 0:00,0.3,0.0,10,45,45,silty clay,1.40,2.70,0.48,0.44,0.36,0.44,0.43,0.43,0.41,0.39,0.34,0.24,0.05,0.44,0.22,0.07,1.13,1.30,,,1.22,1.18,,,2.62,,,2.00,2.20,,,0.50,,,0.61,0.54,,,51.80,6.20,14.20,34.00,5.80,11.40,,,,,,,,,,,
Lane,Lane,38.50886,-100.61475,112,2,50,6/19/2019 0:00,0.3,0.0,11,27,62,silt loam,1.37,2.74,0.50,0.44,0.36,0.43,0.43,0.43,0.41,0.40,0.29,0.20,0.03,0.44,0.06,0.02,1.14,1.34,,,1.26,1.25,,,2.73,,,2.33,2.22,,,0.49,,,0.54,0.56,,,65.00,5.40,15.70,42.00,5.70,13.90,,,,,,,,,,,
Leoti,Wichita,38.48332,-101.32774,113,1,5,6/20/2019 0:00,9.0,0.4,,,,silt loam,1.41,2.74,0.48,0.46,0.17,0.45,0.44,0.44,0.34,0.32,0.21,0.16,0.01,0.46,0.19,0.07,1.50,1.24,,,1.14,1.07,,,2.57,,,1.95,2.19,,,0.48,,,0.58,0.49,,,,,,,,,0.14,1.5,3036.9,357.1,21.7,2.7,62.8,8.0,7.4,1122.8,
Leoti,Wichita,38.48332,-101.32774,114,1,10,6/20/2019 0:00,7.4,0.3,,,,silt loam,1.49,2.63,0.43,0.42,0.21,0.42,0.40,0.39,0.33,0.31,0.22,0.16,0.01,0.42,0.16,0.10,1.29,1.35,,,1.18,1.11,0.59,0.34,2.71,,,2.32,2.05,2.11,1.86,0.50,,,0.51,0.54,0.28,0.18,,,,,,,0.11,1.3,3055.0,339.5,20.2,2.4,26.4,7.6,7.3,848.5,
